Id,Label,timeset,modularity_class,pageranks,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,indegree,outdegree,Degree,clustering
2453,USPacificFleet,,6,0.00019,0,0,0,0,6,0,6,0.666667
2454,TheSpaceWire,,7,0.000188,0,0,0,0,2,0,2,0.5
2455,OrbitLogic,,3,0.000188,0,0,0,0,3,0,3,1
2456,HartEnergyConf,,7,0.000188,0,0,0,0,2,0,2,0
2457,energy_show,,7,0.000188,0,0,0,0,3,0,3,0.5
2458,PipelineandGas,,7,0.000188,0,0,0,0,2,0,2,0
2459,worldoilngas,,7,0.000188,0,0,0,0,2,0,2,0
2460,WorldOil,,7,0.000188,0,0,0,0,3,0,3,0.5
2461,MarathonOil,,7,0.000188,0,0,0,0,2,0,2,0
2462,Shell_US,,1,0.000188,0,0,0,0,2,0,2,0
2463,Shell,,7,0.000188,0,0,0,0,3,0,3,0.5
2464,OGJOnline,,7,0.000189,0,0,0,0,4,0,4,0.333333
2465,SpaceCharlieUK,,7,0.000188,0,0,0,0,3,0,3,0.666667
2466,Army_Comd_Armee,,0,0.000188,0,0,0,0,2,0,2,1
2467,UN_SPIDER,,0,0.000189,0,0,0,0,4,0,4,0.583333
2468,SatelliteAIS,,7,0.000188,0,0,0,0,3,0,3,0
2469,Avaaz,,2,0.000189,0,0,0,0,3,0,3,0
2470,oceana,,7,0.000188,0,0,0,0,2,0,2,0
2471,WWF,,1,0.000188,0,0,0,0,3,0,3,0.333333
2472,NWF,,1,0.000188,0,0,0,0,3,0,3,0
2473,World_Wildlife,,1,0.000188,0,0,0,0,3,0,3,0
2474,Davos,,2,0.000188,0,0,0,0,2,0,2,0.5
2475,AndrewMDavidson,,0,0.000188,0,0,0,0,2,0,2,1
2476,ozmining,,7,0.000188,0,0,0,0,2,0,2,0
2477,MiningWeekly,,7,0.000188,0,0,0,0,2,0,2,0
2478,MiningOnline,,7,0.000188,0,0,0,0,2,0,2,0
2479,SpaceQuarterly,,7,0.000189,0,0,0,0,3,0,3,0.333333
2480,Peter_R_Space,,0,0.000188,0,0,0,0,2,0,2,1
2481,SpaceAtSurrey,,3,0.000189,0,0,0,0,5,0,5,0.75
2482,DMCiiTweet,,0,0.000188,0,0,0,0,2,0,2,0.5
2483,Geoconnexion,,0,0.000188,0,0,0,0,2,0,2,0.5
2484,GISTDA,,0,0.000188,0,0,0,0,2,0,2,0.5
2485,IEEE_TA,,6,0.000188,0,0,0,0,2,0,2,0.5
2486,AirbusLIVE,,0,0.000188,0,0,0,0,2,0,2,0.5
2487,talkingspace,,0,0.000191,0,0,0,0,7,0,7,0.452381
2488,ODNI_NIC,,6,0.00019,0,0,0,0,5,0,5,0.65
2489,ODNIgov,,6,0.000191,0,0,0,0,6,0,6,0.6
2490,nss,,0,0.002262,0,0,0,0,13,0,13,0.570513
2491,Spaceport_NM,,3,0.000189,0,0,0,0,6,0,6,0.833333
2492,spacememe,,3,0.000189,0,0,0,0,6,0,6,0.666667
2493,GoogleAI,,1,0.000188,0,0,0,0,3,0,3,0.5
2494,India_inSpace,,0,0.000188,0,0,0,0,2,0,2,0.5
2495,LeslieSwartman,,0,0.000188,0,0,0,0,3,0,3,1
2496,SensorsSystems,,7,0.000188,0,0,0,0,2,0,2,0
2497,spaceed,,1,0.000188,0,0,0,0,4,0,4,0.25
2498,earthtoday,,0,0.000188,0,0,0,0,3,0,3,0.333333
2499,astrium,,0,0.000191,0,0,0,0,4,0,4,0.416667
2500,Twitter,,6,0.002467,0,0,0,0,13,0,13,0.275641
2501,kNewsSpace,,7,0.000189,0,0,0,0,2,0,2,0
2502,ken_kremer,,6,0.000191,0,0,0,0,4,0,4,0.333333
2503,bluemoondance74,,7,0.000189,0,0,0,0,2,0,2,0
2504,TechRepublic,,7,0.000189,0,0,0,0,3,0,3,0.333333
2505,totaltelecom,,7,0.000189,0,0,0,0,2,0,2,0
2506,rcrwirelessnews,,7,0.000189,0,0,0,0,2,0,2,0
2507,MultiNews,,7,0.000189,0,0,0,0,3,0,3,0.166667
2508,CapacityEvents,,7,0.000189,0,0,0,0,2,0,2,0
2509,capacitymedia,,7,0.00019,0,0,0,0,4,0,4,0.5
2510,alanburkittgray,,7,0.000189,0,0,0,0,3,0,3,0.166667
2511,SatcomsIG,,7,0.000195,0,0,0,0,8,0,8,0.321429
2512,DevTelecoms,,7,0.000189,0,0,0,0,2,0,2,0.5
2513,communicasia,,7,0.000191,0,0,0,0,7,0,7,0.404762
2514,ConnecTechAsia,,7,0.000189,0,0,0,0,3,0,3,0.333333
2515,SpaceTechAsia,,7,0.000189,0,0,0,0,3,0,3,0.5
2516,Tom_Eggenweiler,,7,0.000189,0,0,0,0,2,0,2,0
2517,serge_van_herck,,7,0.000191,0,0,0,0,3,0,3,0.333333
2518,Laurieneuco,,7,0.00019,0,0,0,0,5,0,5,0.5
2519,IBCShow,,7,0.000202,0,0,0,0,8,0,8,0.339286
2520,thomas_welter,,7,0.000189,0,0,0,0,2,0,2,0.5
2521,NewComIntl,,7,0.000191,0,0,0,0,3,0,3,0.166667
2522,ISDC,,3,0.00019,0,0,0,0,6,0,6,0.433333
2523,Chicksy_1,,7,0.000192,0,0,0,0,4,0,4,0.416667
2524,AvWeekGuy,,7,0.00019,0,0,0,0,6,0,6,0.3
2525,SageNetLLC,,7,0.000189,0,0,0,0,3,0,3,0
2526,comtechefdata,,7,0.00019,0,0,0,0,4,0,4,0.416667
2527,Spaceconnection,,7,0.000189,0,0,0,0,4,0,4,0.416667
2528,thepacketrat,,7,0.000189,0,0,0,0,2,0,2,0
2529,iisl_space,,5,0.00019,0,0,0,0,5,0,5,0.4
2530,WSBRoundtable,,7,0.000191,0,0,0,0,5,0,5,0.1
2531,Nextlaunch,,7,0.000189,0,0,0,0,3,0,3,0.333333
2532,SATCONexpo,,7,0.00019,0,0,0,0,5,0,5,0.4
2533,cambwireless,,7,0.000188,0,0,0,0,2,0,2,1
2534,paradigmcomms,,7,0.000188,0,0,0,0,2,0,2,1
2535,Intellian,,7,0.00019,0,0,0,0,4,0,4,0.5
2536,grcltd,,7,0.000188,0,0,0,0,2,0,2,1
2537,WorldLinkComms,,7,0.000188,0,0,0,0,2,0,2,1
2538,GSMA,,7,0.000189,0,0,0,0,4,0,4,0.5
2539,navarino_tech,,7,0.000188,0,0,0,0,2,0,2,1
2540,UNBBCom,,7,0.000189,0,0,0,0,3,0,3,0.666667
2541,nokia,,7,0.000188,0,0,0,0,2,0,2,1
2542,Azure,,7,0.000188,0,0,0,0,2,0,2,1
2543,NSR_Jose,,7,0.000188,0,0,0,0,2,0,2,1
2544,cbandalliance,,7,0.000188,0,0,0,0,2,0,2,1
2545,maggiemfox,,7,0.000188,0,0,0,0,2,0,2,1
2546,knash99,,7,0.000188,0,0,0,0,3,0,3,0.666667
2547,Tim_Greene,,7,0.000188,0,0,0,0,2,0,2,1
2548,NedPotter_,,7,0.000188,0,0,0,0,2,0,2,1
2549,SamsungTV,,2,0.000189,0,0,0,0,3,0,3,0.333333
2550,Mark_In_Geelong,,7,0.000188,0,0,0,0,2,0,2,1
2551,DCantuBiz,,7,0.000188,0,0,0,0,2,0,2,1
2552,HubertMario,,7,0.000188,0,0,0,0,2,0,2,1
2553,KimHerr60566753,,7,0.000188,0,0,0,0,2,0,2,1
2554,PhilRybka,,7,0.000188,0,0,0,0,2,0,2,1
2555,Light_Reading,,7,0.000188,0,0,0,0,2,0,2,1
2556,TowerXchange,,7,0.000188,0,0,0,0,2,0,2,1
2557,CommsAfrica,,7,0.000192,0,0,0,0,5,0,5,0.45
2558,BoulderPreston,,7,0.000188,0,0,0,0,2,0,2,1
2559,WaywardPlane,,3,0.000188,0,0,0,0,2,0,2,0.5
2560,BarbaraComstock,,7,0.000189,0,0,0,0,2,0,2,0
2561,SMMfair,,7,0.000188,0,0,0,0,3,0,3,0.666667
2562,MVSUSAinc,,7,0.000188,0,0,0,0,2,0,2,1
2563,samerhalawi,,7,0.000188,0,0,0,0,2,0,2,1
2564,Orange_France,,7,0.000189,0,0,0,0,2,0,2,1
2565,srichard,,7,0.000189,0,0,0,0,2,0,2,1
2566,NSRCrisp,,7,0.000188,0,0,0,0,2,0,2,1
2567,Eusatcom,,7,0.000189,0,0,0,0,2,0,2,1
2568,aarti_holla,,7,0.000191,0,0,0,0,5,0,5,0.55
2569,TelenorSat,,7,0.000191,0,0,0,0,4,0,4,0.583333
2570,Futurenautics,,7,0.000188,0,0,0,0,2,0,2,1
2571,TechWireAsia,,7,0.000188,0,0,0,0,2,0,2,1
2572,COMSAT_Inc,,7,0.000188,0,0,0,0,3,0,3,0.666667
2573,ConnectAVNToday,,7,0.000188,0,0,0,0,3,0,3,0.666667
2574,jasonhiner,,7,0.000188,0,0,0,0,3,0,3,0.666667
2575,bworley,,7,0.000188,0,0,0,0,2,0,2,1
2576,pomeranian99,,7,0.000188,0,0,0,0,3,0,3,0.666667
2577,ldignan,,7,0.000188,0,0,0,0,3,0,3,0.666667
2578,markmilian,,7,0.000188,0,0,0,0,3,0,3,0.666667
2579,johncabell,,1,0.000189,0,0,0,0,4,0,4,0.333333
2580,timanderson,,7,0.000188,0,0,0,0,2,0,2,1
2581,daiwaka,,7,0.000188,0,0,0,0,2,0,2,1
2582,j_timmer,,7,0.000188,0,0,0,0,3,0,3,0.666667
2583,panzer,,7,0.000188,0,0,0,0,2,0,2,1
2584,MarkWKaelin,,7,0.000188,0,0,0,0,3,0,3,0.666667
2585,lucasmearian,,7,0.000188,0,0,0,0,2,0,2,1
2586,BarbaraKrasnoff,,7,0.000188,0,0,0,0,2,0,2,1
2587,Julie188,,7,0.000188,0,0,0,0,3,0,3,0.666667
2588,rmitch,,7,0.000188,0,0,0,0,3,0,3,0.666667
2589,dgrober,,7,0.000188,0,0,0,0,2,0,2,1
2590,kmingis,,7,0.000188,0,0,0,0,2,0,2,1
2591,jnaze,,7,0.000188,0,0,0,0,3,0,3,0.666667
2592,pburrows,,7,0.000188,0,0,0,0,3,0,3,0.666667
2593,ageekmom,,4,0.00019,0,0,0,0,8,0,8,0.446429
2594,orange,,7,0.000189,0,0,0,0,3,0,3,0.666667
2595,AvWeekJim,,7,0.000188,0,0,0,0,2,0,2,1
2596,AvWeekScho,,1,0.000188,0,0,0,0,3,0,3,0.333333
2597,TheWoracle,,3,0.000189,0,0,0,0,4,0,4,0.333333
2598,jonathansumberg,,7,0.000188,0,0,0,0,2,0,2,1
2599,Juliet_Tech,,7,0.000188,0,0,0,0,2,0,2,1
2600,CarolynHenson,,7,0.000188,0,0,0,0,2,0,2,1
2601,gregavery,,7,0.000188,0,0,0,0,2,0,2,1
2602,peggyhollinger,,7,0.000188,0,0,0,0,2,0,2,1
2603,TheSpaceWriter,,7,0.000188,0,0,0,0,2,0,2,1
2604,hugomartin,,7,0.000188,0,0,0,0,2,0,2,1
2605,kchangnyt,,5,0.000189,0,0,0,0,5,0,5,0.4
2606,RA_Becks,,7,0.000188,0,0,0,0,2,0,2,1
2607,leHotz,,7,0.000189,0,0,0,0,4,0,4,0.75
2608,SchneiderG,,7,0.000188,0,0,0,0,2,0,2,1
2609,adavies47,,7,0.000188,0,0,0,0,2,0,2,1
2610,cookiechat4_0,,5,0.000188,0,0,0,0,3,0,3,0.333333
2611,sarahfallon,,7,0.000188,0,0,0,0,2,0,2,1
2612,JPMajor,,1,0.00019,0,0,0,0,8,0,8,0.5
2613,KDAdamson,,7,0.000188,0,0,0,0,2,0,2,1
2614,Casbaa,,7,0.000189,0,0,0,0,2,0,2,1
2615,MaxFlight,,7,0.000188,0,0,0,0,3,0,3,0.666667
2616,flibsofficial,,7,0.000188,0,0,0,0,2,0,2,1
2617,mdaneman,,7,0.000188,0,0,0,0,3,0,3,0.666667
2618,DrewFitzGerald,,7,0.000188,0,0,0,0,2,0,2,1
2619,mikeddano,,7,0.000188,0,0,0,0,2,0,2,0
2620,SuperyachtForum,,7,0.000188,0,0,0,0,3,0,3,0.666667
2621,mys_monaco,,7,0.000188,0,0,0,0,2,0,2,1
2622,eriklaan,,1,0.000188,0,0,0,0,3,0,3,0.166667
2623,ZackHester11,,7,0.000188,0,0,0,0,2,0,2,1
2624,XuluDelgado,,7,0.000188,0,0,0,0,2,0,2,1
2625,SafetyatSeaMag,,7,0.000188,0,0,0,0,3,0,3,1
2626,tradewindsnews,,7,0.000188,0,0,0,0,3,0,3,0.666667
2627,Shipping_Herald,,7,0.000188,0,0,0,0,3,0,3,1
2628,SeatradeAsia,,7,0.000188,0,0,0,0,2,0,2,1
2629,IHSMarkitMandT,,7,0.000188,0,0,0,0,3,0,3,1
2630,Seatrade,,7,0.000188,0,0,0,0,3,0,3,1
2631,ShippingWatch,,7,0.000188,0,0,0,0,3,0,3,1
2632,sellcontainers,,7,0.000188,0,0,0,0,3,0,3,1
2633,worldmaritimene,,7,0.000188,0,0,0,0,2,0,2,1
2634,maritimeinfo,,7,0.000188,0,0,0,0,2,0,2,1
2635,themarinepro,,7,0.000188,0,0,0,0,3,0,3,0.666667
2636,MaritimeTechNL,,7,0.000188,0,0,0,0,2,0,2,1
2637,MaritimeNZ,,7,0.000188,0,0,0,0,2,0,2,1
2638,atcglobal,,7,0.000188,0,0,0,0,3,0,3,0.666667
2639,IFEnews,,7,0.000188,0,0,0,0,2,0,2,1
2640,FactsShipping,,7,0.000188,0,0,0,0,2,0,2,1
2641,airasia,,7,0.000188,0,0,0,0,2,0,2,1
2642,RWW,,1,0.000189,0,0,0,0,4,0,4,0.5
2643,JerryHume,,1,0.000189,0,0,0,0,5,0,5,0.45
2644,SatMAX,,7,0.000189,0,0,0,0,4,0,4,0.75
2645,telconews,,7,0.000188,0,0,0,0,3,0,3,0.666667
2646,1bestsatellite,,7,0.000188,0,0,0,0,2,0,2,1
2647,CustomSat,,7,0.000188,0,0,0,0,2,0,2,1
2648,SatComGroup,,7,0.000189,0,0,0,0,4,0,4,0.583333
2649,atbennett,,7,0.000188,0,0,0,0,3,0,3,0.666667
2650,dcworthington,,7,0.000188,0,0,0,0,2,0,2,1
2651,jeffhaywood,,7,0.000188,0,0,0,0,3,0,3,0.666667
2652,mikeatcw,,7,0.000188,0,0,0,0,3,0,3,0.666667
2653,AfricaBz,,7,0.000188,0,0,0,0,2,0,2,1
2654,ShipNews,,7,0.000189,0,0,0,0,4,0,4,0.75
2655,egranillo,,7,0.000188,0,0,0,0,2,0,2,1
2656,abbygarrettart,,1,0.00019,0,0,0,0,6,0,6,0.3
2657,GovSatLu,,7,0.000188,0,0,0,0,3,0,3,0.666667
2658,raylemaistre,,7,0.000188,0,0,0,0,2,0,2,1
2659,WillemsKoen,,7,0.000188,0,0,0,0,2,0,2,1
2660,SpaceXPad39A,,7,0.000189,0,0,0,0,4,0,4,0.583333
2661,Rocketeer_UK,,1,0.000188,0,0,0,0,2,0,2,0
2662,BBC,,7,0.000188,0,0,0,0,2,0,2,1
2663,DougonTech,,3,0.000188,0,0,0,0,2,0,2,0
2664,NorShipping,,7,0.000188,0,0,0,0,3,0,3,0.666667
2665,Marlink_News,,7,0.000189,0,0,0,0,4,0,4,0.75
2666,KeithNNorton,,7,0.000188,0,0,0,0,2,0,2,1
2667,CABSAT2014,,7,0.000189,0,0,0,0,4,0,4,0.5
2668,colincmann,,7,0.000191,0,0,0,0,5,0,5,0.55
2669,UHD4k,,7,0.000189,0,0,0,0,3,0,3,0.666667
2670,JoeyJOH,,7,0.000189,0,0,0,0,3,0,3,0.666667
2671,Cobham_plc,,7,0.000189,0,0,0,0,5,0,5,0.6
2672,justinmclachlan,,7,0.000188,0,0,0,0,2,0,2,1
2673,RolArens,,7,0.000188,0,0,0,0,2,0,2,1
2674,panasonic,,7,0.000188,0,0,0,0,2,0,2,1
2675,RedBeeMedia,,7,0.000188,0,0,0,0,2,0,2,1
2676,SamsungUK,,7,0.000188,0,0,0,0,2,0,2,1
2677,ViacomCBS,,2,0.000189,0,0,0,0,3,0,3,0.333333
2678,ZeroGravityKyle,,1,0.000189,0,0,0,0,4,0,4,0.416667
2679,SES_Africa,,7,0.000188,0,0,0,0,2,0,2,1
2680,ESOA_SAT,,7,0.000194,0,0,0,0,6,0,6,0.466667
2681,advancedtv,,7,0.000193,0,0,0,0,5,0,5,0.45
2682,MiningIndaba,,7,0.000188,0,0,0,0,2,0,2,1
2683,AccentureComms,,7,0.000188,0,0,0,0,3,0,3,0.333333
2684,AirplaneGeeks,,7,0.000188,0,0,0,0,3,0,3,0.666667
2685,bnamericas,,7,0.000188,0,0,0,0,2,0,2,1
2686,KirkPysher,,7,0.000189,0,0,0,0,2,0,2,1
2687,geekwire,,2,0.000194,0,0,0,0,4,0,4,0.25
2688,NSSLGlobal,,7,0.000188,0,0,0,0,3,0,3,0.666667
2689,reckless,,7,0.000188,0,0,0,0,2,0,2,0
2690,backlon,,7,0.000188,0,0,0,0,2,0,2,0
2691,mangogemini,,7,0.000188,0,0,0,0,2,0,2,1
2692,CatMarineGlobal,,7,0.000188,0,0,0,0,2,0,2,1
2693,SITAonline,,7,0.000188,0,0,0,0,3,0,3,0.666667
2694,icao,,3,0.000189,0,0,0,0,5,0,5,0.55
2695,SPACEetc,,6,0.000188,0,0,0,0,2,0,2,0.5
2696,Space_Calendar,,3,0.000188,0,0,0,0,3,0,3,0.166667
2697,AfricaInSpace,,0,0.000188,0,0,0,0,2,0,2,0.5
2698,rtehrani,,7,0.000188,0,0,0,0,2,0,2,1
2699,ITCGlobal1,,7,0.00019,0,0,0,0,3,0,3,0.5
2700,DigitalTrends,,5,0.000188,0,0,0,0,2,0,2,0
2701,nabtweets,,7,0.000189,0,0,0,0,2,0,2,1
2702,Eurisy1,,0,0.000189,0,0,0,0,4,0,4,0.75
2703,NABShow,,7,0.000194,0,0,0,0,6,0,6,0.466667
2704,AmyPKemp,,7,0.000188,0,0,0,0,2,0,2,1
2705,DaveMosher,,1,0.000189,0,0,0,0,6,0,6,0.366667
2706,DISCOPmarkets,,7,0.000188,0,0,0,0,2,0,2,1
2707,idirectgov,,7,0.000188,0,0,0,0,3,0,3,0.666667
2708,micronauta,,7,0.000188,0,0,0,0,2,0,2,1
2709,yosoyelara,,7,0.00019,0,0,0,0,2,0,2,1
2710,julianclover,,7,0.000191,0,0,0,0,4,0,4,0.666667
2711,AIMiddleEast,,7,0.000188,0,0,0,0,2,0,2,1
2712,PanasonicAero,,7,0.000189,0,0,0,0,4,0,4,0.5
2713,CommsInfra,,7,0.000188,0,0,0,0,3,0,3,0.833333
2714,SET_BRASIL,,7,0.00019,0,0,0,0,2,0,2,1
2715,ClayMowry,,3,0.000189,0,0,0,0,4,0,4,0.583333
2716,RAeSTimR,,7,0.000189,0,0,0,0,5,0,5,0.45
2717,dvanbeber,,7,0.000188,0,0,0,0,3,0,3,0.666667
2718,RigNet,,7,0.000188,0,0,0,0,3,0,3,0.666667
2719,LiveEarth,,1,0.000189,0,0,0,0,3,0,3,0.333333
2720,Mar_Ex,,7,0.000189,0,0,0,0,4,0,4,0.75
2721,CABSATofficial,,7,0.00019,0,0,0,0,3,0,3,0.5
2722,KayDesigner,,1,0.000188,0,0,0,0,2,0,2,0
2723,Speedcast_Intl,,7,0.000191,0,0,0,0,5,0,5,0.5
2724,CTO_ICT,,7,0.000188,0,0,0,0,2,0,2,1
2725,GilatSatNet,,7,0.000191,0,0,0,0,5,0,5,0.55
2726,Maersk,,7,0.000188,0,0,0,0,3,0,3,1
2727,Afrikanet_NSTT,,7,0.000188,0,0,0,0,2,0,2,1
2728,arqiva,,7,0.000191,0,0,0,0,4,0,4,0.583333
2729,HJBirkett,,7,0.000188,0,0,0,0,2,0,2,1
2730,Splash_247,,7,0.000188,0,0,0,0,3,0,3,1
2731,mims,,7,0.000188,0,0,0,0,2,0,2,0
2732,solarimpulse,,1,0.000188,0,0,0,0,3,0,3,0.333333
2733,HPASpace,,7,0.000188,0,0,0,0,2,0,2,1
2734,ericsson,,7,0.000188,0,0,0,0,2,0,2,1
2735,AirbusPRESS,,7,0.000191,0,0,0,0,4,0,4,0.5
2736,Gogo,,7,0.000191,0,0,0,0,5,0,5,0.55
2737,PAV_Show,,7,0.000188,0,0,0,0,2,0,2,1
2738,satcomafrica,,7,0.000192,0,0,0,0,6,0,6,0.433333
2739,Cisco,,1,0.000189,0,0,0,0,4,0,4,0.5
2740,GSCoalition,,7,0.00019,0,0,0,0,2,0,2,0
2741,PLD_Space,,7,0.00019,0,0,0,0,2,0,2,0
2742,usail,,7,0.00019,0,0,0,0,2,0,2,0
2743,zero2infinity,,0,0.00019,0,0,0,0,2,0,2,0
2744,SignalhornTeam,,7,0.00019,0,0,0,0,2,0,2,1
2745,LATSAT_Summit,,7,0.00019,0,0,0,0,2,0,2,0.5
2746,Globecast,,7,0.000193,0,0,0,0,4,0,4,0.416667
2747,3Vision,,7,0.00019,0,0,0,0,2,0,2,0.5
2748,ComunicareDigit,,7,0.00019,0,0,0,0,2,0,2,1
2749,broadbandtvnews,,7,0.000191,0,0,0,0,3,0,3,0.5
2750,RapidTVNews,,7,0.000193,0,0,0,0,5,0,5,0.25
2751,DVB_Project,,7,0.000191,0,0,0,0,3,0,3,0.5
2752,Technicolor,,7,0.00019,0,0,0,0,2,0,2,0.5
2753,ThomsonNetworks,,7,0.00019,0,0,0,0,2,0,2,1
2754,NAGRAKUDELSKI,,7,0.00019,0,0,0,0,2,0,2,0.5
2755,GenCQBrownJr,,6,0.00019,0,0,0,0,3,0,3,1
2756,ComdtUSCG,,6,0.00019,0,0,0,0,2,0,2,0
2757,18SPCS,,6,0.000195,0,0,0,0,6,0,6,0.966667
2758,Daniel_Lerner,,6,0.000189,0,0,0,0,2,0,2,1
2759,ErinBurnett,,2,0.000189,0,0,0,0,3,0,3,0.166667
2760,ChiefNGB,,6,0.000191,0,0,0,0,6,0,6,0.866667
2761,SteveCarell,,2,0.00019,0,0,0,0,3,0,3,0.166667
2762,GenChuckYeager,,6,0.000192,0,0,0,0,8,0,8,0.535714
2763,SpecialTactics_,,6,0.000189,0,0,0,0,2,0,2,1
2764,WarintheFuture,,6,0.000189,0,0,0,0,2,0,2,1
2765,jus10j,,6,0.000189,0,0,0,0,2,0,2,1
2766,IvankaTrump,,4,0.000191,0,0,0,0,5,0,5,0.45
2767,EsperDoD,,6,0.002498,0,0,0,0,11,0,11,0.718182
2768,ChiefofAirStaff,,6,0.000189,0,0,0,0,2,0,2,1
2769,RAFFylingdales,,6,0.000189,0,0,0,0,2,0,2,1
2770,FLOTUS,,6,0.000216,0,0,0,0,7,0,7,0.357143
2771,DepSecDef,,6,0.000192,0,0,0,0,5,0,5,0.8
2772,SenRickScott,,6,0.000192,0,0,0,0,4,0,4,0.25
2773,USAFRecruiting,,6,0.000193,0,0,0,0,5,0,5,1
2774,cmsaf_official,,6,0.000198,0,0,0,0,9,0,9,0.972222
2775,16AF_CCC,,6,0.000189,0,0,0,0,2,0,2,1
2776,TheRealVOXSpace,,6,0.000189,0,0,0,0,2,0,2,1
2777,SMCExecDirector,,6,0.000192,0,0,0,0,3,0,3,1
2778,ValerieInsinna,,6,0.000191,0,0,0,0,5,0,5,0.8
2779,HansNichols,,6,0.000189,0,0,0,0,2,0,2,1
2780,cdbrose,,6,0.000189,0,0,0,0,2,0,2,1
2781,Astro_Boe,,4,0.000196,0,0,0,0,10,0,10,0.755556
2782,AaronMehta,,6,0.000191,0,0,0,0,7,0,7,0.5
2783,LeeHudson_,,6,0.000191,0,0,0,0,5,0,5,0.45
2784,AstroJaws,,4,0.000196,0,0,0,0,8,0,8,0.857143
2785,1pcornwell,,6,0.000189,0,0,0,0,2,0,2,0
2786,shellibrunswick,,6,0.000192,0,0,0,0,3,0,3,0.666667
2787,warriorgames,,6,0.000192,0,0,0,0,6,0,6,0.766667
2788,SecPompeo,,6,0.000189,0,0,0,0,3,0,3,1
2789,PTDO_USecAF,,6,0.000192,0,0,0,0,5,0,5,1
2790,TheWxMeister,,3,0.000189,0,0,0,0,2,0,2,1
2791,DarenSorenson,,1,0.000189,0,0,0,0,2,0,2,0
2792,DOD_Outreach,,6,0.000194,0,0,0,0,8,0,8,0.839286
2793,SenCoryGardner,,6,0.00019,0,0,0,0,3,0,3,1
2794,USForcesJapan,,6,0.000189,0,0,0,0,2,0,2,1
2795,littlebitfish,,3,0.00019,0,0,0,0,3,0,3,0.333333
2796,AnoushehAnsari,,4,0.002325,0,0,0,0,11,0,11,0.490909
2797,WHNSC,,6,0.000205,0,0,0,0,3,0,3,0.5
2798,stavridisj,,6,0.00019,0,0,0,0,5,0,5,0.75
2799,ACScowcroft,,6,0.000189,0,0,0,0,3,0,3,0.833333
2800,Astro_Pam,,4,0.000193,0,0,0,0,7,0,7,0.404762
2801,sarahcruddas,,5,0.000191,0,0,0,0,9,0,9,0.486111
2802,SteveIsakowitz,,6,0.000193,0,0,0,0,5,0,5,0.75
2803,DrakeEileen,,6,0.000192,0,0,0,0,5,0,5,0.75
2804,RAmbroseLMSpace,,6,0.000192,0,0,0,0,4,0,4,0.666667
2805,CBSThisMorning,,1,0.00019,0,0,0,0,3,0,3,0.333333
2806,SchrieverAFB,,6,0.000193,0,0,0,0,6,0,6,0.833333
2807,AtlanticCouncil,,6,0.000189,0,0,0,0,3,0,3,0.833333
2808,HASCRepublicans,,6,0.000191,0,0,0,0,5,0,5,0.95
2809,usafrotc,,6,0.000189,0,0,0,0,2,0,2,1
2810,realDonaldTrump,,6,0.003855,0,0,0,0,15,0,15,0.404762
2811,laraseligman,,6,0.00019,0,0,0,0,5,0,5,0.9
2812,HQAirUniversity,,6,0.000191,0,0,0,0,5,0,5,1
2813,Catalyst_Campus,,6,0.000189,0,0,0,0,2,0,2,1
2814,USSTRATCOMCSEL,,6,0.000189,0,0,0,0,2,0,2,1
2815,Mike_Pence,,6,0.000207,0,0,0,0,5,0,5,0.65
2816,AFmuseum,,6,0.000198,0,0,0,0,9,0,9,0.861111
2817,AF_Academy,,6,0.002442,0,0,0,0,11,0,11,0.772727
2818,AmbNikkiHaley,,6,0.000194,0,0,0,0,2,0,2,0
2819,50thSpaceWing,,6,0.00019,0,0,0,0,3,0,3,1
2820,GenDunford,,6,0.000189,0,0,0,0,2,0,2,0.5
2821,VP,,6,0.003954,0,0,0,0,14,0,14,0.450549
2822,AirmanMagazine,,6,0.000195,0,0,0,0,8,0,8,0.803571
2823,AFGlobalStrike,,6,0.000193,0,0,0,0,7,0,7,0.857143
2824,PACAF,,6,0.000195,0,0,0,0,9,0,9,0.847222
2825,Martin_Dempsey,,6,0.000192,0,0,0,0,5,0,5,0.65
2826,CMC_MarineCorps,,6,0.00019,0,0,0,0,5,0,5,0.8
2827,USNavyCNO,,6,0.000192,0,0,0,0,7,0,7,0.761905
2828,ArmyChiefStaff,,6,0.000192,0,0,0,0,6,0,6,0.733333
2829,AmyZegart,,6,0.000189,0,0,0,0,2,0,2,1
2830,ACC_Commander,,6,0.000192,0,0,0,0,6,0,6,1
2831,GenDaveGoldfein,,6,0.002486,0,0,0,0,11,0,11,0.772727
2832,Buckley_AFB,,6,0.000192,0,0,0,0,5,0,5,1
2833,PeteAFB,,6,0.000199,0,0,0,0,10,0,10,0.877778
2834,NAVWARHQ,,6,0.00019,0,0,0,0,4,0,4,1
2835,ArmySMDC,,3,0.00019,0,0,0,0,5,0,5,0.65
2836,USSOCOM,,6,0.000195,0,0,0,0,9,0,9,0.847222
2837,USAFCENT,,6,0.000194,0,0,0,0,8,0,8,0.839286
2838,USAF_ACC,,6,0.000195,0,0,0,0,10,0,10,0.711111
2839,AFSpecOpsCmd,,6,0.000195,0,0,0,0,8,0,8,0.892857
2840,Southcom,,6,0.000193,0,0,0,0,9,0,9,0.652778
2841,CENTCOM,,6,0.000196,0,0,0,0,10,0,10,0.766667
