Id,Label,timeset,modularity_class,pageranks,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,indegree,outdegree,Degree,clustering
1594,JMcHaleIII,,7,0.000188,0,0,0,0,2,0,2,0.5
1595,Satcoms_UK,,7,0.000193,0,0,0,0,9,0,9,0.375
1596,denbizjournal,,3,0.000188,0,0,0,0,2,0,2,1
1597,CobhamSATCOMMar,,7,0.00019,0,0,0,0,6,0,6,0.566667
1598,APSwiss,,7,0.000188,0,0,0,0,2,0,2,0.5
1599,thebauminator,,7,0.000188,0,0,0,0,3,0,3,1
1600,globalmilitaryc,,7,0.00019,0,0,0,0,2,0,2,0
1601,Connects_Africa,,7,0.000191,0,0,0,0,4,0,4,0.666667
1602,USCybChallenge,,6,0.000188,0,0,0,0,2,0,2,0
1603,MarcWallentin,,7,0.00019,0,0,0,0,3,0,3,0.5
1604,Supercomputing,,1,0.000188,0,0,0,0,2,0,2,0
1605,FlyingPhotog,,1,0.000188,0,0,0,0,3,0,3,0.166667
1606,colmuska,,7,0.000188,0,0,0,0,2,0,2,0.5
1607,KnightSkyLLC,,7,0.00019,0,0,0,0,2,0,2,0
1608,CCWSATCON,,7,0.000188,0,0,0,0,2,0,2,1
1609,jetcitystar,,7,0.000189,0,0,0,0,5,0,5,0.35
1610,amgajano,,7,0.000188,0,0,0,0,2,0,2,0
1611,reedhastings,,2,0.000189,0,0,0,0,2,0,2,0
1612,techUK,,7,0.000188,0,0,0,0,2,0,2,0.5
1613,manishuk,,7,0.000188,0,0,0,0,2,0,2,1
1614,ThalesUSA,,7,0.000189,0,0,0,0,4,0,4,0.666667
1615,iava,,7,0.000188,0,0,0,0,2,0,2,0.5
1616,Spotify,,7,0.000188,0,0,0,0,2,0,2,0.5
1617,DiversitynSTEAM,,1,0.000188,0,0,0,0,2,0,2,0.5
1618,socialmedia2day,,7,0.000188,0,0,0,0,2,0,2,0.5
1619,HuffPostTech,,1,0.000189,0,0,0,0,5,0,5,0.1
1620,BBCTech,,7,0.000188,0,0,0,0,2,0,2,0.5
1621,guardiantech,,1,0.000188,0,0,0,0,4,0,4,0.333333
1622,WiredUK,,7,0.000188,0,0,0,0,3,0,3,0.666667
1623,BBWorldForum,,7,0.000189,0,0,0,0,2,0,2,0
1624,inflightmag,,7,0.000188,0,0,0,0,3,0,3,0.833333
1625,netflix,,5,0.00019,0,0,0,0,2,0,2,0
1626,BrianSumers,,7,0.000188,0,0,0,0,3,0,3,1
1627,DSEI_event,,7,0.000189,0,0,0,0,4,0,4,0.583333
1628,SIA_satellite,,7,0.000191,0,0,0,0,7,0,7,0.380952
1629,fleetscience,,1,0.000188,0,0,0,0,2,0,2,0
1630,kfitchard,,7,0.000189,0,0,0,0,3,0,3,0.5
1631,geoworldmedia,,7,0.000188,0,0,0,0,4,0,4,0.416667
1632,USOMetroDC,,6,0.000188,0,0,0,0,2,0,2,0.5
1633,gsfein,,7,0.000188,0,0,0,0,2,0,2,0.5
1634,wtvox,,7,0.000188,0,0,0,0,2,0,2,0
1635,NSAGov,,6,0.000195,0,0,0,0,9,0,9,0.638889
1636,parisairshow,,7,0.000188,0,0,0,0,2,0,2,0.5
1637,salondubourget,,0,0.000189,0,0,0,0,5,0,5,0.7
1638,bobgourley,,7,0.000188,0,0,0,0,2,0,2,1
1639,WBellamyIIIAC,,7,0.000188,0,0,0,0,3,0,3,0.666667
1640,andrewneuco,,7,0.000189,0,0,0,0,3,0,3,0
1641,Max_Heinen,,7,0.000188,0,0,0,0,2,0,2,1
1642,CIOonline,,7,0.000188,0,0,0,0,2,0,2,0
1643,sbkaufman,,2,0.000188,0,0,0,0,2,0,2,0
1644,Getconnaero,,7,0.000188,0,0,0,0,4,0,4,0.75
1645,IGCorp,,7,0.000189,0,0,0,0,6,0,6,0.5
1646,GulfstreamAero,,7,0.000188,0,0,0,0,2,0,2,0.5
1647,inflight_editor,,7,0.000188,0,0,0,0,2,0,2,0.5
1648,ieeecybsi,,7,0.000188,0,0,0,0,2,0,2,0.5
1649,NSRPalerm,,7,0.000188,0,0,0,0,3,0,3,1
1650,KTLA,,1,0.000188,0,0,0,0,2,0,2,0
1651,Techland,,4,0.000191,0,0,0,0,6,0,6,0.433333
1652,CoryTV,,7,0.000188,0,0,0,0,2,0,2,1
1653,jbrodkin,,7,0.000188,0,0,0,0,3,0,3,1
1654,edbaig,,7,0.000188,0,0,0,0,3,0,3,0.5
1655,xpangler,,7,0.000188,0,0,0,0,2,0,2,0.5
1656,stevenichols,,7,0.000188,0,0,0,0,4,0,4,0.75
1657,satbeams,,7,0.000189,0,0,0,0,4,0,4,0.416667
1658,cbronline,,7,0.000188,0,0,0,0,2,0,2,0.5
1659,NSRBaugh,,7,0.00019,0,0,0,0,5,0,5,0.45
1660,Satcom_Guru,,7,0.000189,0,0,0,0,4,0,4,0.666667
1661,SWEtalk,,7,0.000189,0,0,0,0,2,0,2,0
1662,MaritimeInsight,,7,0.000189,0,0,0,0,4,0,4,0.75
1663,thatjohn,,7,0.000188,0,0,0,0,3,0,3,0.833333
1664,EchoStar,,7,0.000188,0,0,0,0,3,0,3,1
1665,kentuckyguard,,6,0.000188,0,0,0,0,2,0,2,0.5
1666,PTCouncil,,7,0.00019,0,0,0,0,4,0,4,0.416667
1667,AvalonAIA,,7,0.000188,0,0,0,0,2,0,2,0.5
1668,InnovateTimJust,,7,0.000188,0,0,0,0,2,0,2,0.5
1669,ESAbusinessapps,,7,0.000192,0,0,0,0,7,0,7,0.619048
1670,Illinois_Alma,,7,0.000191,0,0,0,0,2,0,2,0
1671,sspi,,7,0.002284,0,0,0,0,13,0,13,0.384615
1672,DefenceIQNews,,6,0.000188,0,0,0,0,2,0,2,0
1673,DISTRIBUTECH,,7,0.000188,0,0,0,0,2,0,2,0
1674,gtcomputing,,7,0.000188,0,0,0,0,2,0,2,0.5
1675,AstroAerospace,,7,0.000189,0,0,0,0,2,0,2,0
1676,USDISA,,6,0.000189,0,0,0,0,6,0,6,0.5
1677,MicrosoftPSNS,,7,0.000188,0,0,0,0,2,0,2,0.5
1678,GDMS,,3,0.000189,0,0,0,0,4,0,4,0.5
1679,IEEEorg,,0,0.000189,0,0,0,0,5,0,5,0.45
1680,MarcusReports,,6,0.00019,0,0,0,0,6,0,6,0.666667
1681,SMiGroupDefence,,7,0.000188,0,0,0,0,3,0,3,0.5
1682,Spaceport_JAX,,3,0.000188,0,0,0,0,2,0,2,0
1683,Satcom1_tweets,,7,0.000188,0,0,0,0,2,0,2,1
1684,SMi_Group,,6,0.00019,0,0,0,0,4,0,4,0.25
1685,PolyEngineering,,7,0.000188,0,0,0,0,2,0,2,0
1686,aix_expo,,7,0.000188,0,0,0,0,4,0,4,0.75
1687,AnitaB_org,,7,0.000191,0,0,0,0,2,0,2,0
1688,AOCrows,,7,0.000188,0,0,0,0,2,0,2,0.5
1689,cyberwar,,6,0.000188,0,0,0,0,2,0,2,0
1690,DellTechDesign,,7,0.000188,0,0,0,0,2,0,2,0.5
1691,satelliteevo,,7,0.002197,0,0,0,0,11,0,11,0.363636
1692,airlinesblog,,7,0.000188,0,0,0,0,2,0,2,0.5
1693,LANationalGuard,,6,0.000188,0,0,0,0,2,0,2,0.5
1694,OHNationalGuard,,6,0.000188,0,0,0,0,2,0,2,0
1695,theAPEXassoc,,7,0.000188,0,0,0,0,4,0,4,0.75
1696,L3HarrisTech,,3,0.000193,0,0,0,0,10,0,10,0.422222
1697,UCSDJacobs,,7,0.000188,0,0,0,0,2,0,2,0.5
1698,SatBoy,,7,0.000192,0,0,0,0,7,0,7,0.238095
1699,USNavy,,6,0.0028,0,0,0,0,17,0,17,0.426471
1700,CIA,,6,0.000196,0,0,0,0,10,0,10,0.522222
1701,CCOMSATELLITE,,7,0.000188,0,0,0,0,3,0,3,0.333333
1702,NDIAToday,,7,0.000189,0,0,0,0,4,0,4,0.166667
1703,SatcomDirect,,7,0.00019,0,0,0,0,6,0,6,0.7
1704,ThurayaTelecom,,3,0.000192,0,0,0,0,7,0,7,0.333333
1705,JetwayMJ,,7,0.000189,0,0,0,0,3,0,3,0.5
1706,rupaharia,,7,0.000188,0,0,0,0,4,0,4,0.416667
1707,eEnablementConf,,7,0.000188,0,0,0,0,3,0,3,0.833333
1708,AirlineFlyer,,7,0.000188,0,0,0,0,4,0,4,0.75
1709,KVH,,7,0.00019,0,0,0,0,6,0,6,0.433333
1710,China_Satellite,,7,0.000188,0,0,0,0,2,0,2,1
1711,DrBrianKeating,,1,0.000188,0,0,0,0,2,0,2,0
1712,imagineUCSD,,5,0.000188,0,0,0,0,2,0,2,0
1713,PEOC3T,,7,0.000188,0,0,0,0,2,0,2,0.5
1714,AUVSI,,1,0.000189,0,0,0,0,4,0,4,0.333333
1715,NationalGuard,,6,0.000192,0,0,0,0,8,0,8,0.535714
1716,GCASummit,,7,0.000188,0,0,0,0,2,0,2,1
1717,craigpsmith,,1,0.000188,0,0,0,0,3,0,3,0
1718,BryceSpaceTech,,3,0.000189,0,0,0,0,6,0,6,0.4
1719,WandrMe,,7,0.000191,0,0,0,0,7,0,7,0.52381
1720,ShephardNews,,7,0.000188,0,0,0,0,4,0,4,0.583333
1721,AirTalk,,1,0.000188,0,0,0,0,2,0,2,0
1722,Newtec_Satcom,,7,0.002232,0,0,0,0,11,0,11,0.290909
1723,ATT,,7,0.000188,0,0,0,0,2,0,2,0
1724,SatelliteProME,,7,0.000196,0,0,0,0,8,0,8,0.410714
1725,IntelUtil,,7,0.000188,0,0,0,0,2,0,2,0
1726,DHSgov,,6,0.002867,0,0,0,0,11,0,11,0.436364
1727,Qualcomm,,7,0.000188,0,0,0,0,2,0,2,0
1728,RedCross,,6,0.002481,0,0,0,0,11,0,11,0.336364
1729,USNationalGuard,,6,0.002468,0,0,0,0,11,0,11,0.509091
1730,USMC,,6,0.00268,0,0,0,0,17,0,17,0.408088
1731,USArmy,,6,0.002553,0,0,0,0,15,0,15,0.471429
1732,DefenseIT,,6,0.000188,0,0,0,0,2,0,2,0
1733,GovExec,,6,0.000189,0,0,0,0,4,0,4,0.25
1734,Nextgov,,7,0.000188,0,0,0,0,2,0,2,0.5
1735,SATELLITEDC,,7,0.002309,0,0,0,0,18,0,18,0.313726
1736,engadget,,2,0.000198,0,0,0,0,10,0,10,0.322222
1737,ForbesTech,,7,0.00019,0,0,0,0,6,0,6,0.233333
1738,thinkgeek,,2,0.002202,0,0,0,0,11,0,11,0.409091
1739,Gizmodo,,2,0.002494,0,0,0,0,11,0,11,0.427273
1740,KymetaCorp,,7,0.000191,0,0,0,0,5,0,5,0.5
1741,ZachHonig,,7,0.000188,0,0,0,0,2,0,2,0.5
1742,SES_Networks,,0,0.000189,0,0,0,0,7,0,7,0.619048
1743,NBAA,,7,0.000189,0,0,0,0,5,0,5,0.65
1744,AINonline,,7,0.000188,0,0,0,0,2,0,2,0.5
1745,JetBlue,,1,0.000188,0,0,0,0,2,0,2,0
1746,BW,,7,0.000188,0,0,0,0,2,0,2,0
1747,NavalWarCollege,,6,0.00019,0,0,0,0,6,0,6,0.6
1748,defense_news,,6,0.002476,0,0,0,0,13,0,13,0.397436
1749,NDU_EDU,,6,0.000188,0,0,0,0,3,0,3,0.666667
1750,united,,2,0.000189,0,0,0,0,3,0,3,0.166667
1751,AVweb,,7,0.000188,0,0,0,0,2,0,2,0
1752,FCWnow,,6,0.000188,0,0,0,0,3,0,3,0.5
1753,washtechnology,,7,0.000188,0,0,0,0,4,0,4,0.583333
1754,Verizon,,7,0.000188,0,0,0,0,2,0,2,0
1755,spacecommerce,,3,0.002242,0,0,0,0,12,0,12,0.340909
1756,FlightGlobal,,7,0.000188,0,0,0,0,3,0,3,0
1757,BoeingDefense,,6,0.002547,0,0,0,0,22,0,22,0.30303
1758,Bombardier,,7,0.000188,0,0,0,0,2,0,2,0
1759,BoeingAirplanes,,3,0.000189,0,0,0,0,4,0,4,0.666667
1760,AvionicsMag,,6,0.000191,0,0,0,0,9,0,9,0.305556
1761,Boeing,,4,0.002518,0,0,0,0,24,0,24,0.282609
1762,aviationtoday,,7,0.000189,0,0,0,0,7,0,7,0.5
1763,BAESystemsInc,,3,0.000189,0,0,0,0,5,0,5,0.5
1764,CollinsAero,,7,0.000188,0,0,0,0,4,0,4,0.25
1765,GarrettRWang,,2,0.00019,0,0,0,0,3,0,3,0.666667
1766,USNavyEurope,,6,0.000189,0,0,0,0,3,0,3,0.333333
1767,chinfo,,6,0.00019,0,0,0,0,4,0,4,0.416667
1768,JaneGoodallInst,,2,0.000189,0,0,0,0,3,0,3,0.333333
1769,FallonTonight,,4,0.00019,0,0,0,0,3,0,3,0
1770,NOH8Campaign,,2,0.000189,0,0,0,0,2,0,2,0.5
1771,SarahKSilverman,,2,0.000199,0,0,0,0,6,0,6,0.266667
1772,ParamountPics,,2,0.000189,0,0,0,0,2,0,2,0.5
1773,VanityFair,,2,0.000189,0,0,0,0,2,0,2,0
1774,Dodgers,,2,0.000189,0,0,0,0,2,0,2,0
1775,bnjacobs,,4,0.000197,0,0,0,0,10,0,10,0.511111
1776,IBMResearch,,2,0.000188,0,0,0,0,2,0,2,0
1777,WayneBrady,,2,0.000189,0,0,0,0,2,0,2,0.5
1778,CoryBooker,,2,0.000191,0,0,0,0,5,0,5,0.3
1779,JohnCleese,,2,0.000189,0,0,0,0,2,0,2,0
1780,pmarca,,2,0.000195,0,0,0,0,5,0,5,0.3
1781,OriginalFunko,,2,0.000191,0,0,0,0,3,0,3,0.5
1782,TheOrville,,2,0.00019,0,0,0,0,2,0,2,0
1783,MichaelChiklis,,2,0.000192,0,0,0,0,3,0,3,0.5
1784,missmayim,,2,0.00019,0,0,0,0,4,0,4,0.5
1785,Rosie,,2,0.000189,0,0,0,0,2,0,2,0.5
1786,SteveForbesCEO,,2,0.000189,0,0,0,0,2,0,2,0
1787,IraStevenBehr,,2,0.000189,0,0,0,0,2,0,2,0.5
1788,vincentdonofrio,,2,0.00019,0,0,0,0,2,0,2,1
1789,instagram,,2,0.00019,0,0,0,0,5,0,5,0.2
1790,TheCrystalGayle,,2,0.000189,0,0,0,0,2,0,2,0
1791,Lesdoggg,,2,0.000189,0,0,0,0,2,0,2,0.5
1792,Facebook,,2,0.000191,0,0,0,0,5,0,5,0.1
1793,MrJonCryer,,2,0.000189,0,0,0,0,2,0,2,0.5
1794,BryanFuller,,2,0.000189,0,0,0,0,2,0,2,0.5
1795,RonDMoore,,2,0.000189,0,0,0,0,2,0,2,0.5
1796,ChrisEvans,,2,0.000191,0,0,0,0,4,0,4,0.5
1797,morgangendel,,2,0.000188,0,0,0,0,2,0,2,0
1798,huffpostqueer,,2,0.000189,0,0,0,0,2,0,2,0.5
1799,glaad,,2,0.00019,0,0,0,0,3,0,3,0.666667
1800,KarlUrban,,2,0.000191,0,0,0,0,3,0,3,0.5
1801,HamillHimself,,2,0.000192,0,0,0,0,5,0,5,0.4
1802,halleberry,,2,0.000189,0,0,0,0,2,0,2,0.5
1803,therealKripke,,2,0.00019,0,0,0,0,2,0,2,0
1804,eltonofficial,,2,0.000189,0,0,0,0,3,0,3,0
1805,SYFY,,2,0.000191,0,0,0,0,4,0,4,0.25
1806,StephenCurry30,,2,0.000189,0,0,0,0,2,0,2,0
1807,taylorswift13,,5,0.00019,0,0,0,0,2,0,2,0
1808,jk_rowling,,2,0.000189,0,0,0,0,3,0,3,0.166667
1809,MarleeMatlin,,2,0.000189,0,0,0,0,2,0,2,0.5
1810,RobertDowneyJr,,2,0.000193,0,0,0,0,4,0,4,0.25
1811,justinbieber,,5,0.00019,0,0,0,0,2,0,2,0
1812,johndelancie,,2,0.000189,0,0,0,0,2,0,2,0.5
1813,nbcsnl,,2,0.000189,0,0,0,0,2,0,2,0
1814,donttrythis,,4,0.000194,0,0,0,0,10,0,10,0.5
1815,PauleyP,,2,0.000189,0,0,0,0,2,0,2,0
1816,clarkgregg,,2,0.00019,0,0,0,0,2,0,2,1
1817,earthquakesLA,,2,0.000189,0,0,0,0,2,0,2,0
1818,ZacharyLevi,,2,0.000189,0,0,0,0,2,0,2,0.5
1819,chrishemsworth,,2,0.000192,0,0,0,0,3,0,3,0.5
1820,mguggenheim,,2,0.00019,0,0,0,0,2,0,2,1
1821,billprady,,2,0.000197,0,0,0,0,4,0,4,0.416667
1822,TerryMatalas,,2,0.000189,0,0,0,0,2,0,2,0.5
1823,MingNa,,2,0.00019,0,0,0,0,2,0,2,1
1824,blakeshelton,,2,0.000206,0,0,0,0,2,0,2,0
1825,IMDb,,2,0.000191,0,0,0,0,3,0,3,0.5
1826,GunnerGale,,2,0.00019,0,0,0,0,2,0,2,1
1827,DrewFromTV,,2,0.000188,0,0,0,0,2,0,2,0
1828,heykim,,2,0.000188,0,0,0,0,2,0,2,0
1829,VancityReynolds,,2,0.000191,0,0,0,0,4,0,4,0.25
1830,WhoopiGoldberg,,2,0.000196,0,0,0,0,4,0,4,0.333333
1831,RoyalFamily,,2,0.000189,0,0,0,0,3,0,3,0.333333
1832,violadavis,,2,0.000189,0,0,0,0,2,0,2,0.5
1833,D_Copperfield,,2,0.00019,0,0,0,0,2,0,2,1
1834,KyleBusch,,2,0.000194,0,0,0,0,2,0,2,0
1835,LouFerrigno,,2,0.00019,0,0,0,0,3,0,3,0.833333
1836,kingsthings,,2,0.00019,0,0,0,0,3,0,3,0.833333
1837,grantimahara,,4,0.000193,0,0,0,0,10,0,10,0.488889
1838,JonathanScott,,2,0.000189,0,0,0,0,2,0,2,0
1839,GordonRamsay,,2,0.000189,0,0,0,0,2,0,2,0
1840,JustinTrudeau,,0,0.000191,0,0,0,0,4,0,4,0.333333
1841,KelseyGrammer,,2,0.00019,0,0,0,0,3,0,3,0.833333
1842,Daniel_Logan,,2,0.000189,0,0,0,0,2,0,2,0.5
1843,LanceUlanoff,,2,0.00019,0,0,0,0,4,0,4,0.083333
1844,morgfair,,2,0.000189,0,0,0,0,2,0,2,0.5
1845,peterframpton,,2,0.000189,0,0,0,0,2,0,2,0
1846,MiraSorvino,,2,0.000191,0,0,0,0,4,0,4,0.416667
1847,bad_robot,,2,0.000191,0,0,0,0,3,0,3,0
1848,AdrianneCurry,,2,0.00019,0,0,0,0,2,0,2,1
1849,IanMcKellen,,2,0.000192,0,0,0,0,4,0,4,0.666667
1850,AdamHorowitzLA,,2,0.000189,0,0,0,0,2,0,2,0.5
1851,boderek,,2,0.000189,0,0,0,0,2,0,2,0
1852,TeamUSA,,2,0.000189,0,0,0,0,3,0,3,0.166667
1853,TeamCanada,,0,0.000189,0,0,0,0,3,0,3,0.5
1854,akaWorf,,2,0.00019,0,0,0,0,4,0,4,0.5
1855,GineokwKoenig,,2,0.00019,0,0,0,0,3,0,3,0.666667
1856,sharonstone,,2,0.00019,0,0,0,0,2,0,2,1
1857,LeoDiCaprio,,5,0.000192,0,0,0,0,4,0,4,0.166667
1858,RealHughJackman,,2,0.00019,0,0,0,0,2,0,2,1
1859,tomhanks,,2,0.000192,0,0,0,0,6,0,6,0.233333
1860,MiaFarrow,,2,0.000189,0,0,0,0,2,0,2,0
1861,MEGBusfield,,2,0.000189,0,0,0,0,2,0,2,0.5
1862,H_Combs,,2,0.000189,0,0,0,0,2,0,2,0.5
1863,GroovyBruce,,2,0.00019,0,0,0,0,2,0,2,1
1864,gates_mcfadden,,2,0.000191,0,0,0,0,4,0,4,0.416667
1865,Joan_Rivers,,2,0.000189,0,0,0,0,2,0,2,0.5
1866,SethMacFarlane,,2,0.002504,0,0,0,0,11,0,11,0.372727
1867,verified,,7,0.002301,0,0,0,0,11,0,11,0.218182
1868,Marina_Sirtis,,2,0.000191,0,0,0,0,4,0,4,0.416667
1869,edwardjolmos,,2,0.000189,0,0,0,0,2,0,2,0.5
1870,BetteMidler,,2,0.000189,0,0,0,0,2,0,2,0.5
1871,TwitterSafety,,2,0.000188,0,0,0,0,2,0,2,0.5
1872,yokoono,,2,0.000188,0,0,0,0,2,0,2,0
1873,Tom_Bergeron,,2,0.000189,0,0,0,0,2,0,2,0.5
1874,stephenfry,,2,0.00019,0,0,0,0,3,0,3,0.333333
1875,cher,,2,0.000189,0,0,0,0,2,0,2,0.5
1876,GarySinise,,2,0.000189,0,0,0,0,2,0,2,0
1877,TheWookieeRoars,,2,0.00019,0,0,0,0,2,0,2,1
1878,neilhimself,,2,0.000194,0,0,0,0,6,0,6,0.566667
1879,NathanFillion,,2,0.000191,0,0,0,0,4,0,4,0.416667
1880,jonathansfrakes,,2,0.000192,0,0,0,0,5,0,5,0.5
1881,vanessariddle,,2,0.000206,0,0,0,0,2,0,2,0
1882,RedHourBen,,2,0.00019,0,0,0,0,3,0,3,0.666667
1883,rickygervais,,2,0.000197,0,0,0,0,5,0,5,0.35
1884,BoyGeorge,,2,0.000189,0,0,0,0,2,0,2,0
1885,DLanceBlack,,2,0.000189,0,0,0,0,2,0,2,0.5
1886,SirPatStew,,2,0.000192,0,0,0,0,5,0,5,0.4
1887,Alyssa_Milano,,2,0.00019,0,0,0,0,3,0,3,0.333333
1888,BettyMWhite,,2,0.000189,0,0,0,0,2,0,2,0.5
1889,JeriLRyan,,2,0.000192,0,0,0,0,5,0,5,0.4
1890,CraigyFerg,,2,0.00019,0,0,0,0,3,0,3,0.833333
1891,ChaseMasterson,,2,0.000189,0,0,0,0,2,0,2,0.5
1892,thenfb,,2,0.000189,0,0,0,0,3,0,3,0.166667
1893,RyanSeacrest,,2,0.000189,0,0,0,0,2,0,2,0
1894,IJasonAlexander,,2,0.000189,0,0,0,0,2,0,2,0.5
1895,levarburton,,2,0.002461,0,0,0,0,12,0,12,0.439394
1896,davidzappone,,2,0.000189,0,0,0,0,2,0,2,0.5
1897,TheRealNimoy,,2,0.000194,0,0,0,0,9,0,9,0.527778
1898,BradPaisley,,2,0.000189,0,0,0,0,2,0,2,0.5
1899,simonpegg,,2,0.00019,0,0,0,0,3,0,3,0.166667
1900,carrieffisher,,2,0.00019,0,0,0,0,2,0,2,0
1901,priceline,,2,0.000188,0,0,0,0,2,0,2,0
1902,TrekMovie,,2,0.00019,0,0,0,0,3,0,3,0.666667
1903,beck,,4,0.000188,0,0,0,0,2,0,2,0.5
1904,UKSEDS,,0,0.000189,0,0,0,0,5,0,5,0.8
1905,Rogozin,,0,0.000188,0,0,0,0,2,0,2,0
1906,ESA_MarsRover,,0,0.000188,0,0,0,0,2,0,2,1
1907,ThalesDigiSec,,7,0.000188,0,0,0,0,2,0,2,0
1908,esa_cryosat,,0,0.000188,0,0,0,0,3,0,3,0.833333
1909,ASDEurospace,,0,0.000188,0,0,0,0,2,0,2,1
1910,CGI_Global,,7,0.000188,0,0,0,0,2,0,2,1
1911,GEOSEC2025,,6,0.00019,0,0,0,0,3,0,3,0.333333
1912,starwars,,2,0.000192,0,0,0,0,6,0,6,0.333333
1913,Ariane6,,0,0.000188,0,0,0,0,3,0,3,0.833333
1914,defis_eu,,0,0.000188,0,0,0,0,2,0,2,1
1915,Dynetics,,3,0.000188,0,0,0,0,3,0,3,0.166667
1916,UNEP,,0,0.000192,0,0,0,0,7,0,7,0.428571
1917,EarthDayNetwork,,6,0.000191,0,0,0,0,3,0,3,0.5
1918,Astro_Jonny,,3,0.00019,0,0,0,0,7,0,7,0.380952
1919,callacofield,,5,0.000189,0,0,0,0,3,0,3,0.5
1920,ChabeliH,,0,0.000188,0,0,0,0,2,0,2,0
1921,a_leinfelder,,3,0.000188,0,0,0,0,2,0,2,1
1922,TamithaSkov,,0,0.000188,0,0,0,0,2,0,2,0.5
1923,nextspaceflight,,6,0.000192,0,0,0,0,8,0,8,0.5
1924,julia_bergeron,,6,0.000192,0,0,0,0,7,0,7,0.47619
1925,Falcon_1e,,7,0.000188,0,0,0,0,2,0,2,1
1926,JakeOnOrbit,,5,0.000189,0,0,0,0,3,0,3,0.5
1927,ESA_Bepi,,0,0.000192,0,0,0,0,3,0,3,0.833333
1928,DoNASAScience,,4,0.000191,0,0,0,0,6,0,6,0.7
1929,HDerrey,,7,0.000188,0,0,0,0,2,0,2,1
1930,SITAELspa,,0,0.000188,0,0,0,0,2,0,2,1
1931,AusSpaceAgency,,0,0.002285,0,0,0,0,12,0,12,0.606061
1932,NGCNews,,6,0.000192,0,0,0,0,3,0,3,0.333333
1933,Taraustralis,,5,0.000188,0,0,0,0,2,0,2,0.5
1934,Rb_Bat,,0,0.000189,0,0,0,0,5,0,5,0.7
1935,NASAUniverse,,4,0.0024,0,0,0,0,17,0,17,0.639706
1936,engineers_feed,,2,0.000193,0,0,0,0,2,0,2,0.5
1937,kitchen_zero,,3,0.000189,0,0,0,0,4,0,4,0.75
1938,aerodub,,7,0.000188,0,0,0,0,3,0,3,0.833333
1939,Partner_InOrbit,,0,0.000188,0,0,0,0,2,0,2,1
1940,Palazzo_Chigi,,0,0.000188,0,0,0,0,2,0,2,1
1941,AmbasciataUSA,,0,0.000188,0,0,0,0,2,0,2,1
1942,ESASolarOrbiter,,0,0.000191,0,0,0,0,5,0,5,0.75
1943,kryosat,,0,0.000188,0,0,0,0,2,0,2,1
1944,CongresoEspacio,,7,0.00019,0,0,0,0,2,0,2,1
1945,AstroMCollins,,4,0.002492,0,0,0,0,16,0,16,0.545833
1946,RuagSpace,,3,0.000188,0,0,0,0,3,0,3,0.666667
1947,NavdeepSBains,,0,0.000195,0,0,0,0,5,0,5,0.55
1948,franksinatra,,3,0.000188,0,0,0,0,2,0,2,0
1949,AstroHague,,4,0.002556,0,0,0,0,19,0,19,0.584795
1950,NSEarthandSpace,,0,0.000188,0,0,0,0,2,0,2,1
1951,SGAC,,0,0.00227,0,0,0,0,14,0,14,0.598901
1952,OxfordSpace,,7,0.000188,0,0,0,0,2,0,2,1
1953,UKspace,,7,0.000188,0,0,0,0,3,0,3,0.833333
1954,esa_sts,,0,0.000188,0,0,0,0,3,0,3,0.833333
1955,OHB_SE,,0,0.000188,0,0,0,0,3,0,3,0.5
1956,beisgovuk,,0,0.000188,0,0,0,0,3,0,3,1
1957,Pharrell,,2,0.00019,0,0,0,0,4,0,4,0.166667
1958,ADSgroupUK,,6,0.000188,0,0,0,0,3,0,3,0.5
1959,ST_World,,7,0.000188,0,0,0,0,2,0,2,1
1960,ThRacaud,,7,0.000188,0,0,0,0,2,0,2,1
1961,ZARM_de,,0,0.000189,0,0,0,0,4,0,4,0.666667
1962,ExotrailSpace,,0,0.000188,0,0,0,0,2,0,2,1
1963,ActInSpace,,0,0.000188,0,0,0,0,2,0,2,1
1964,ESADiversity,,0,0.000188,0,0,0,0,2,0,2,1
1965,CLS_Group,,7,0.000188,0,0,0,0,2,0,2,1
1966,Mike_Seeley,,6,0.00019,0,0,0,0,4,0,4,0.166667
1967,ThalesDefence,,0,0.000188,0,0,0,0,2,0,2,1
1968,SpaceXUpdates,,3,0.000197,0,0,0,0,5,0,5,0.4
1969,RAL_Space_STFC,,0,0.000188,0,0,0,0,4,0,4,0.583333
1970,ClimateReality,,5,0.00019,0,0,0,0,3,0,3,0.166667
1971,EBienkowskaEU,,0,0.000188,0,0,0,0,2,0,2,1
1972,mariiabennett,,0,0.000188,0,0,0,0,2,0,2,0.5
1973,ericarolfe,,0,0.000189,0,0,0,0,5,0,5,0.6
1974,RevesdEspace,,7,0.000189,0,0,0,0,2,0,2,1
1975,ArianeGroup,,7,0.000192,0,0,0,0,8,0,8,0.410714
1976,ELedolley,,7,0.000189,0,0,0,0,2,0,2,1
1977,AireonLLC,,7,0.000189,0,0,0,0,4,0,4,0.666667
1978,FlorencePorcel,,7,0.000189,0,0,0,0,2,0,2,1
1979,_LeoSat,,7,0.00019,0,0,0,0,3,0,3,0.666667
1980,flyorbitnews,,7,0.000188,0,0,0,0,2,0,2,0.5
1981,Infoespacial,,7,0.00019,0,0,0,0,2,0,2,1
